Employee_ID,Employee_Name,Gender,Department,Designation,Joining_Date,Location,Salary,Joining_Year,Joining_Month,Joining_Month_Name
1040,Sneha Chopra,Male,Operations,MIS Executive,2022-12-14,Noida,118136.0,2022,12,December
1041,Vikas Mishra,Female,Finance,Accountant,2023-08-09,Panipat,68403.0,2023,8,August
1042,Vikas Kumar,Female,Finance,Finance Executive,2019-01-02,Chandigarh,113170.0,2019,1,January
1043,Sneha Agarwal,Male,HR,HR Executive,2024-11-07,Jaipur,31168.0,2024,11,November
1044,Nikhil Chopra,Male,HR,HR Executive,2019-12-16,Gurugram,108497.0,2019,12,December
1045,Simran Mehta,Female,HR,HR Executive,2022-07-10,Chandigarh,71879.0,2022,7,July
1046,Kavya Agarwal,Female,Operations,Operations Manager,2021-11-28,Delhi,81871.0,2021,11,November
1047,Aarav Mehta,Male,HR,HR Executive,2025-01-15,Panipat,111388.0,2025,1,January
1048,Karan Mehta,Female,Marketing,Marketing Executive,2025-06-17,Unknown,54174.0,2025,6,June
1049,Aarav Bansal,Female,Sales,Sales Executive,2020-03-20,Jaipur,114491.0,2020,3,March
1050,Vikas Yadav,Female,IT,System Administrator,2025-06-03,Delhi,28581.0,2025,6,June
1051,Ananya Gupta,Female,Finance,Accountant,2021-08-09,Jaipur,93853.0,2021,8,August
1052,Amit Yadav,Female,Marketing,Marketing Manager,2019-02-05,Delhi,86046.0,2019,2,February
1053,Aditya Gupta,Male,IT,Software Engineer,2022-01-12,Gurugram,71678.0,2022,1,January
1054,Aarav Soni,Male,Marketing,Marketing Executive,2023-01-15,Panipat,48649.0,2023,1,January
1055,Rahul Malhotra,Female,Marketing,Digital Marketing Analyst,2023-12-04,Panipat,110668.0,2023,12,December
1056,Karan Malhotra,Female,Finance,Finance Executive,2024-01-20,Gurugram,104325.0,2024,1,January
1057,Neha Bansal,Male,Sales,Sales Executive,2022-11-09,Noida,36567.0,2022,11,November
1058,Karan Mehta,Female,HR,Recruiter,2022-04-10,Jaipur,102404.0,2022,4,April
1059,Vikas Bansal,Female,Operations,MIS Executive,2022-10-31,Gurugram,111906.0,2022,10,October
1060,Vivaan Sharma,Male,Sales,Sales Manager,2023-09-05,Jaipur,118019.0,2023,9,September
1061,Sneha Jain,Female,Operations,Operations Manager,2022-10-17,Chandigarh,83944.0,2022,10,October
1062,Rahul Gupta,Female,Finance,Financial Analyst,2024-12-28,Panipat,100002.0,2024,12,December
1063,Isha Yadav,Female,Finance,Financial Analyst,2022-07-24,Jaipur,50803.0,2022,7,July
1064,Aditya Sharma,Male,Finance,Financial Analyst,2022-05-28,Delhi,40230.0,2022,5,May
1065,Aditya Kumar,Male,IT,Data Analyst,2020-06-04,Jaipur,39862.0,2020,6,June
1066,Kavya Mishra,Male,Operations,Operations Manager,2023-12-12,Chandigarh,65355.0,2023,12,December
1067,Aditya Sharma,Male,Sales,Sales Manager,2019-01-10,Panipat,53259.0,2019,1,January
1068,Rahul Malhotra,Male,Sales,Sales Executive,2021-09-10,Unknown,109445.0,2021,9,September
1069,Pooja Jain,Male,Marketing,Marketing Manager,2025-08-22,Chandigarh,52795.0,2025,8,August
1070,Neha Chopra,Male,Marketing,Digital Marketing Analyst,2023-07-15,Panipat,30770.0,2023,7,July
1071,Kavya Malhotra,Male,Marketing,Digital Marketing Analyst,2023-07-19,Jaipur,33093.0,2023,7,July
1072,Priya Bansal,Male,Finance,Finance Executive,2025-01-08,Noida,68571.0,2025,1,January
1073,Simran Gupta,Male,Sales,Sales Executive,2020-12-20,Noida,22193.0,2020,12,December
1074,Karan Sharma,Male,Operations,MIS Executive,2021-12-08,Delhi,39569.0,2021,12,December
1075,Meera Agarwal,Female,Finance,Finance Executive,2021-05-08,Panipat,33190.0,2021,5,May
1076,Arjun Mishra,Female,IT,IT Support Executive,2022-08-09,Noida,84824.0,2022,8,August
1077,Rahul Jain,Male,Marketing,Digital Marketing Analyst,2023-05-23,Gurugram,64752.0,2023,5,May
1078,Karan Agarwal,Female,Finance,Finance Executive,2019-02-19,Panipat,54327.0,2019,2,February
1079,Kavya Soni,Male,Finance,Finance Executive,2019-05-26,Gurugram,64070.0,2019,5,May
1080,Arjun Agarwal,Female,IT,Data Analyst,2021-07-03,Gurugram,107925.0,2021,7,July
1081,Karan Soni,Male,HR,HR Manager,2023-01-02,Noida,62197.0,2023,1,January
1082,Varun Patel,Female,Sales,Sales Manager,2025-04-08,Panipat,24261.0,2025,4,April
1083,Vivaan Malhotra,Female,Operations,Operations Manager,2020-08-03,Jaipur,115905.0,2020,8,August
1084,Simran Mishra,Female,HR,Recruiter,2023-05-04,Chandigarh,48512.0,2023,5,May
1085,Rohan Bansal,Female,Marketing,Marketing Manager,2020-04-27,Noida,28716.0,2020,4,April
1086,Isha Bansal,Male,Finance,Accountant,2022-06-03,Noida,108795.0,2022,6,June
1087,Meera Mishra,Male,IT,IT Support Executive,2020-11-03,Jaipur,50933.0,2020,11,November
1088,Ananya Malhotra,Female,IT,Software Engineer,2020-09-22,Panipat,26378.0,2020,9,September
1089,Karan Mishra,Male,Sales,Business Development Executive,2020-10-23,Panipat,62583.0,2020,10,October
1090,Aarav Sharma,Female,HR,HR Executive,2025-10-02,Gurugram,107371.0,2025,10,October
1091,Meera Agarwal,Male,Sales,Business Development Executive,2021-09-14,Jaipur,51033.0,2021,9,September
1092,Neha Gupta,Male,Finance,Accountant,2023-03-27,Jaipur,46000.0,2023,3,March
1093,Karan Patel,Male,Sales,Sales Manager,2020-10-11,Panipat,97868.0,2020,10,October
1094,Vikas Soni,Male,Operations,Operations Executive,2021-08-26,Gurugram,64604.0,2021,8,August
1095,Neha Mishra,Female,IT,Data Analyst,2022-01-05,Noida,90336.0,2022,1,January
1096,Rahul Sharma,Male,IT,Data Analyst,2025-12-31,Delhi,117074.0,2025,12,December
1097,Varun Malhotra,Male,Marketing,Digital Marketing Analyst,2020-03-16,Chandigarh,117655.0,2020,3,March
1098,Isha Yadav,Male,Marketing,Digital Marketing Analyst,2021-07-09,Noida,95869.0,2021,7,July
1099,Kavya Soni,Male,Finance,Accountant,2021-02-08,Panipat,27410.0,2021,2,February
1100,Neha Singh,Female,Operations,MIS Executive,2022-09-05,Chandigarh,105375.0,2022,9,September
1101,Amit Mishra,Male,HR,HR Manager,2024-01-01,Delhi,78044.0,2024,1,January
1102,Amit Malhotra,Female,Sales,Sales Executive,2019-09-20,Delhi,85315.0,2019,9,September
1103,Meera Bansal,Male,Finance,Financial Analyst,2023-04-27,Gurugram,118055.0,2023,4,April
1104,Karan Verma,Female,Marketing,Marketing Executive,2025-11-11,Chandigarh,93344.0,2025,11,November
1105,Aditya Sharma,Female,Sales,Sales Executive,2021-09-25,Gurugram,28796.0,2021,9,September
1106,Rahul Sharma,Female,Marketing,Marketing Executive,2020-11-30,Noida,108716.0,2020,11,November
1107,Amit Soni,Female,Sales,Business Development Executive,2025-06-07,Jaipur,76245.0,2025,6,June
1108,Amit Verma,Male,HR,HR Executive,2023-05-23,Jaipur,65056.0,2023,5,May
1109,Vivaan Bansal,Male,Finance,Accountant,2022-05-26,Jaipur,39709.0,2022,5,May
1110,Rahul Sharma,Male,Sales,Business Development Executive,2022-01-30,Chandigarh,80557.0,2022,1,January
1111,Aarav Gupta,Male,Operations,MIS Executive,2025-05-24,Jaipur,39543.0,2025,5,May
1112,Vivaan Kumar,Female,IT,Software Engineer,2022-04-05,Noida,59418.0,2022,4,April
1113,Isha Malhotra,Female,Operations,MIS Executive,2021-10-02,Gurugram,116611.0,2021,10,October
1114,Rohan Jain,Male,Operations,Operations Manager,2019-02-05,Chandigarh,118038.0,2019,2,February
1115,Arjun Jain,Male,IT,IT Support Executive,2021-01-13,Gurugram,38724.0,2021,1,January
1116,Ananya Yadav,Male,Operations,Operations Manager,2023-10-31,Chandigarh,25828.0,2023,10,October
1117,Amit Chopra,Female,Sales,Business Development Executive,2019-12-19,Gurugram,39087.0,2019,12,December
1118,Rohan Yadav,Female,Sales,Business Development Executive,2024-04-06,Delhi,34605.0,2024,4,April
1119,Rahul Singh,Male,Sales,Sales Executive,2019-03-14,Gurugram,53337.0,2019,3,March
1120,Vivaan Patel,Female,IT,System Administrator,2022-10-08,Jaipur,27482.0,2022,10,October
1121,Ananya Chopra,Female,Operations,Operations Executive,2024-03-29,Delhi,87333.0,2024,3,March
1122,Sneha Sharma,Male,IT,Data Analyst,2021-12-29,Gurugram,114541.0,2021,12,December
1123,Neha Bansal,Female,Sales,Business Development Executive,2025-10-08,Chandigarh,110296.0,2025,10,October
1124,Rohan Agarwal,Female,Operations,Operations Executive,2020-12-08,Chandigarh,72952.0,2020,12,December
1125,Aditya Singh,Male,Operations,Operations Executive,2023-12-10,Chandigarh,27463.0,2023,12,December
1126,Arjun Gupta,Male,Marketing,Digital Marketing Analyst,2021-08-13,Panipat,92448.0,2021,8,August
1127,Aditya Chopra,Male,Marketing,Marketing Manager,2025-10-11,Noida,26648.0,2025,10,October
1128,Varun Singh,Male,HR,HR Manager,2019-06-09,Chandigarh,55623.0,2019,6,June
1129,Karan Singh,Female,Finance,Accountant,2025-01-05,Delhi,81156.0,2025,1,January
1130,Neha Sharma,Female,Marketing,Marketing Executive,2023-10-02,Chandigarh,71847.0,2023,10,October
1131,Vikas Jain,Male,IT,IT Support Executive,2023-05-05,Panipat,66602.0,2023,5,May
1132,Nikhil Yadav,Male,Marketing,Marketing Manager,2019-03-08,Jaipur,71334.0,2019,3,March
1133,Aarav Soni,Male,HR,HR Executive,2025-08-25,Delhi,90648.0,2025,8,August
1134,Nikhil Jain,Male,Operations,MIS Executive,2019-02-27,Panipat,44054.0,2019,2,February
1135,Priya Gupta,Female,HR,HR Manager,2019-12-08,Jaipur,92028.0,2019,12,December
1136,Karan Bansal,Male,Operations,MIS Executive,2022-02-27,Delhi,44207.0,2022,2,February
1137,Sneha Malhotra,Male,Operations,MIS Executive,2022-04-10,Gurugram,102650.0,2022,4,April
1138,Sneha Mehta,Male,Finance,Accountant,2022-05-17,Noida,103554.0,2022,5,May
1139,Meera Bansal,Female,Marketing,Marketing Executive,2025-07-29,Noida,43386.0,2025,7,July
1140,Amit Verma,Male,IT,System Administrator,2023-02-03,Panipat,105276.0,2023,2,February
1141,Aarav Mishra,Female,IT,Software Engineer,2023-12-27,Jaipur,81518.0,2023,12,December
1142,Isha Kumar,Male,Sales,Sales Executive,2019-04-26,Noida,74781.0,2019,4,April
1143,Rahul Soni,Female,Operations,Operations Executive,2020-10-23,Jaipur,74780.0,2020,10,October
1144,Neha Mehta,Female,IT,IT Support Executive,2023-01-05,Jaipur,83440.0,2023,1,January
1145,Aditya Gupta,Male,Finance,Finance Executive,2025-11-05,Panipat,66199.0,2025,11,November
1146,Sneha Gupta,Male,Operations,Operations Executive,2024-02-12,Panipat,83035.0,2024,2,February
1147,Meera Yadav,Female,Finance,Finance Executive,2025-05-23,Panipat,30210.0,2025,5,May
1148,Aarav Yadav,Female,IT,Software Engineer,2021-10-13,Noida,66363.0,2021,10,October
1149,Meera Soni,Male,IT,Data Analyst,2019-11-07,Panipat,100279.0,2019,11,November
1150,Amit Yadav,Male,Sales,Sales Executive,2019-07-27,Noida,82348.0,2019,7,July
1151,Arjun Patel,Female,IT,Software Engineer,2025-10-29,Panipat,77284.0,2025,10,October
1152,Vikas Singh,Female,Operations,MIS Executive,2020-09-24,Chandigarh,94124.0,2020,9,September
1153,Aditya Mishra,Male,Operations,MIS Executive,2024-10-03,Jaipur,90847.0,2024,10,October
1154,Aditya Mehta,Female,Operations,Operations Executive,2020-10-18,Panipat,44432.0,2020,10,October
1155,Nikhil Mishra,Male,Sales,Sales Manager,2022-11-24,Delhi,86089.0,2022,11,November
1156,Nikhil Verma,Male,Sales,Sales Executive,2024-04-15,Jaipur,77398.0,2024,4,April
1157,Aditya Agarwal,Male,IT,Software Engineer,2023-08-07,Jaipur,25321.0,2023,8,August
1158,Neha Singh,Male,HR,HR Manager,2019-08-25,Panipat,103348.0,2019,8,August
1159,Aarav Singh,Male,HR,Recruiter,2019-12-14,Gurugram,59383.0,2019,12,December
1160,Aarav Mishra,Female,Sales,Sales Executive,2020-09-21,Panipat,100682.0,2020,9,September
1161,Sneha Singh,Male,IT,System Administrator,2023-03-21,Jaipur,101190.0,2023,3,March
1162,Vikas Jain,Male,HR,Recruiter,2024-06-26,Delhi,74893.0,2024,6,June
1163,Aditya Sharma,Male,IT,IT Support Executive,2022-06-25,Jaipur,57820.0,2022,6,June
1164,Aarav Bansal,Male,IT,Data Analyst,2019-12-30,Delhi,88262.0,2019,12,December
1165,Varun Patel,Female,IT,IT Support Executive,2025-06-26,Noida,25760.0,2025,6,June
1166,Pooja Mishra,Male,Marketing,Digital Marketing Analyst,2019-10-13,Chandigarh,44190.0,2019,10,October
1167,Rohan Patel,Male,Operations,MIS Executive,2019-05-29,Jaipur,89411.0,2019,5,May
1168,Simran Gupta,Female,IT,IT Support Executive,2022-01-12,Panipat,45377.0,2022,1,January
1169,Vikas Soni,Male,Marketing,Marketing Executive,2025-09-19,Noida,68737.0,2025,9,September
1170,Vivaan Kumar,Male,Sales,Business Development Executive,2020-03-31,Chandigarh,91569.0,2020,3,March
1171,Aarav Bansal,Male,HR,HR Executive,2023-11-02,Panipat,60211.0,2023,11,November
1172,Kavya Sharma,Male,Operations,Operations Executive,2021-03-10,Gurugram,104909.0,2021,3,March
1173,Rahul Bansal,Male,HR,HR Manager,2022-03-30,Panipat,25744.0,2022,3,March
1174,Sneha Gupta,Male,Operations,Operations Executive,2021-10-09,Delhi,46995.0,2021,10,October
1175,Arjun Gupta,Female,HR,HR Executive,2025-11-12,Delhi,38977.0,2025,11,November
1176,Amit Sharma,Male,Operations,MIS Executive,2023-03-04,Gurugram,119938.0,2023,3,March
1177,Isha Bansal,Male,HR,HR Manager,2025-12-31,Noida,56542.0,2025,12,December
1178,Pooja Kumar,Female,HR,HR Executive,2020-04-25,Chandigarh,32651.0,2020,4,April
1179,Rohan Gupta,Male,HR,HR Executive,2023-08-14,Panipat,100931.0,2023,8,August
1180,Neha Kumar,Female,HR,HR Manager,2024-12-01,Delhi,117344.0,2024,12,December
1181,Amit Mishra,Female,Sales,Business Development Executive,2023-05-21,Noida,38715.0,2023,5,May
1182,Aditya Bansal,Male,IT,Data Analyst,2025-08-05,Gurugram,66409.0,2025,8,August
1183,Aarav Singh,Female,Finance,Financial Analyst,2019-12-07,Jaipur,46306.0,2019,12,December
1184,Aarav Gupta,Male,Marketing,Marketing Executive,2024-07-03,Delhi,41086.0,2024,7,July
1185,Nikhil Mehta,Male,Finance,Accountant,2025-11-01,Gurugram,36376.0,2025,11,November
1186,Priya Chopra,Male,Finance,Finance Executive,2024-02-10,Panipat,83350.0,2024,2,February
1187,Aditya Yadav,Male,Operations,Operations Executive,2021-04-14,Chandigarh,93425.0,2021,4,April
1188,Pooja Yadav,Female,IT,Software Engineer,2022-04-18,Delhi,58636.0,2022,4,April
1189,Nikhil Chopra,Male,Operations,Operations Manager,2023-09-22,Delhi,108120.0,2023,9,September
1190,Vivaan Chopra,Male,IT,Software Engineer,2023-08-17,Panipat,73649.0,2023,8,August
1191,Priya Verma,Male,IT,IT Support Executive,2019-11-07,Jaipur,56610.0,2019,11,November
1192,Amit Yadav,Female,HR,Recruiter,2019-09-19,Noida,32058.0,2019,9,September
1193,Aarav Mehta,Male,Sales,Sales Manager,2022-12-13,Chandigarh,96637.0,2022,12,December
1194,Ananya Patel,Female,HR,Recruiter,2020-02-10,Delhi,100033.0,2020,2,February
1195,Sneha Jain,Male,Sales,Sales Manager,2024-12-30,Chandigarh,92194.0,2024,12,December
1196,Priya Jain,Female,Operations,Operations Executive,2019-12-08,Delhi,98917.0,2019,12,December
1197,Aditya Verma,Female,Sales,Sales Manager,2022-09-01,Chandigarh,86200.0,2022,9,September
1198,Simran Bansal,Female,Operations,Operations Manager,2019-09-01,Gurugram,68619.0,2019,9,September
1199,Karan Mehta,Female,Finance,Accountant,2020-05-04,Delhi,39154.0,2020,5,May
1200,Arjun Agarwal,Male,Finance,Accountant,2019-01-12,Chandigarh,41539.0,2019,1,January
1201,Meera Sharma,Male,Sales,Business Development Executive,2020-07-14,Noida,82058.0,2020,7,July
1202,Vikas Mishra,Male,Sales,Business Development Executive,2019-02-11,Gurugram,84068.0,2019,2,February
1203,Sneha Mishra,Male,Operations,Operations Executive,2020-08-16,Gurugram,99313.0,2020,8,August
1204,Isha Gupta,Male,HR,HR Executive,2022-12-23,Noida,52373.0,2022,12,December
1205,Kavya Bansal,Female,Operations,Operations Executive,2024-01-01,Chandigarh,55154.0,2024,1,January
1206,Vivaan Verma,Male,HR,HR Manager,2023-08-21,Panipat,28031.0,2023,8,August
1207,Varun Mehta,Male,Finance,Financial Analyst,2019-05-14,Noida,115533.0,2019,5,May
1208,Amit Singh,Female,IT,Data Analyst,2021-08-05,Chandigarh,93975.0,2021,8,August
1209,Priya Patel,Male,Sales,Sales Executive,2019-03-14,Noida,44785.0,2019,3,March
1210,Kavya Patel,Female,HR,Recruiter,2020-02-03,Noida,100928.0,2020,2,February
1211,Ananya Bansal,Female,Operations,Operations Executive,2022-11-29,Delhi,50669.0,2022,11,November
1212,Rahul Sharma,Female,Finance,Financial Analyst,2019-05-10,Chandigarh,116475.0,2019,5,May
1213,Vikas Kumar,Female,HR,HR Manager,2023-12-17,Panipat,24282.0,2023,12,December
1214,Isha Bansal,Female,Operations,Operations Executive,2024-06-24,Delhi,56624.0,2024,6,June
1215,Rahul Jain,Female,Sales,Sales Executive,2019-09-23,Noida,70438.0,2019,9,September
1216,Arjun Patel,Female,Sales,Sales Manager,2023-04-10,Jaipur,111900.0,2023,4,April
1217,Simran Singh,Male,Marketing,Digital Marketing Analyst,2024-06-08,Noida,89534.0,2024,6,June
1218,Kavya Gupta,Male,IT,Data Analyst,2021-03-03,Noida,53705.0,2021,3,March
1219,Vikas Singh,Male,Marketing,Marketing Executive,2025-04-19,Chandigarh,60244.0,2025,4,April
1220,Sneha Agarwal,Male,Finance,Financial Analyst,2022-08-05,Chandigarh,96964.0,2022,8,August
1221,Nikhil Bansal,Female,HR,HR Manager,2019-06-13,Delhi,59437.0,2019,6,June
1222,Priya Mishra,Female,Finance,Finance Executive,2019-04-05,Panipat,99872.0,2019,4,April
1223,Varun Sharma,Female,Operations,Operations Executive,2023-12-11,Delhi,96878.0,2023,12,December
1224,Varun Bansal,Male,Sales,Business Development Executive,2022-02-07,Gurugram,94982.0,2022,2,February
1225,Rahul Malhotra,Female,Marketing,Marketing Manager,2025-07-11,Noida,72583.0,2025,7,July
1226,Neha Bansal,Female,Marketing,Digital Marketing Analyst,2021-04-01,Jaipur,71847.0,2021,4,April
1227,Aarav Malhotra,Female,Marketing,Marketing Executive,2019-08-26,Noida,29461.0,2019,8,August
1228,Aarav Chopra,Female,Finance,Financial Analyst,2025-08-25,Noida,32516.0,2025,8,August
1229,Vivaan Mishra,Female,Sales,Sales Executive,2025-12-05,Delhi,101285.0,2025,12,December
1230,Sneha Mehta,Male,HR,Recruiter,2024-05-14,Jaipur,39514.0,2024,5,May
1231,Vikas Agarwal,Female,Operations,Operations Executive,2021-11-14,Jaipur,58268.0,2021,11,November
1232,Aarav Agarwal,Male,HR,HR Manager,2023-08-04,Jaipur,112486.0,2023,8,August
1233,Karan Chopra,Male,Finance,Financial Analyst,2025-12-04,Delhi,58788.0,2025,12,December
1234,Rahul Patel,Female,Operations,Operations Manager,2021-08-21,Noida,97749.0,2021,8,August
1235,Aditya Bansal,Male,Marketing,Marketing Executive,2020-06-20,Delhi,83049.0,2020,6,June
1236,Sneha Gupta,Female,IT,IT Support Executive,2023-05-23,Chandigarh,84493.0,2023,5,May
1237,Rahul Patel,Male,Finance,Finance Executive,2024-06-02,Chandigarh,58027.0,2024,6,June
1238,Pooja Bansal,Female,Finance,Finance Executive,2019-05-08,Delhi,115547.0,2019,5,May
1239,Rahul Chopra,Male,Sales,Sales Executive,2019-04-02,Jaipur,64849.0,2019,4,April
1240,Amit Mishra,Female,HR,HR Manager,2020-06-26,Noida,39858.0,2020,6,June
1241,Pooja Mishra,Female,Finance,Finance Executive,2021-04-25,Delhi,106162.0,2021,4,April
1242,Meera Kumar,Male,Finance,Financial Analyst,2023-08-09,Delhi,101003.0,2023,8,August
1243,Isha Malhotra,Male,Marketing,Marketing Executive,2024-01-26,Delhi,74395.0,2024,1,January
1244,Sneha Kumar,Female,Marketing,Digital Marketing Analyst,2025-10-30,Gurugram,61758.0,2025,10,October
1245,Karan Singh,Male,Operations,MIS Executive,2020-01-25,Chandigarh,76312.0,2020,1,January
1246,Aarav Mishra,Male,IT,System Administrator,2024-02-28,Jaipur,90670.0,2024,2,February
1247,Rahul Jain,Male,Sales,Sales Manager,2019-02-12,Panipat,104279.0,2019,2,February
1248,Priya Patel,Male,IT,Software Engineer,2019-09-11,Jaipur,37434.0,2019,9,September
1249,Rahul Singh,Female,Operations,Operations Manager,2021-12-19,Panipat,86047.0,2021,12,December
1250,Vivaan Singh,Female,Marketing,Marketing Executive,2025-11-19,Gurugram,69775.0,2025,11,November
1251,Priya Malhotra,Male,HR,HR Manager,2025-05-23,Delhi,97769.0,2025,5,May
1252,Varun Malhotra,Male,Marketing,Marketing Manager,2023-03-21,Gurugram,88677.0,2023,3,March
1253,Aarav Yadav,Female,Sales,Sales Executive,2024-05-07,Gurugram,105555.0,2024,5,May
1254,Rahul Agarwal,Male,Marketing,Marketing Executive,2025-07-20,Noida,107920.0,2025,7,July
1255,Arjun Yadav,Male,Sales,Sales Executive,2020-10-03,Chandigarh,67734.0,2020,10,October
1256,Sneha Jain,Female,Sales,Business Development Executive,2025-08-26,Panipat,110503.0,2025,8,August
1257,Vivaan Sharma,Female,Sales,Sales Manager,2020-11-20,Delhi,62603.0,2020,11,November
1258,Meera Yadav,Female,Operations,MIS Executive,2022-06-30,Panipat,98708.0,2022,6,June
1259,Isha Verma,Female,Sales,Sales Executive,2024-05-04,Jaipur,103926.0,2024,5,May
1260,Aditya Bansal,Male,Sales,Sales Manager,2021-12-15,Panipat,90803.0,2021,12,December
1261,Aarav Sharma,Female,HR,Recruiter,2023-01-26,Jaipur,61332.0,2023,1,January
1262,Varun Soni,Male,IT,Software Engineer,2020-04-01,Chandigarh,113703.0,2020,4,April
1263,Rahul Bansal,Male,Finance,Accountant,2021-09-09,Jaipur,43312.0,2021,9,September
1264,Aditya Sharma,Male,IT,System Administrator,2024-10-31,Panipat,115376.0,2024,10,October
1265,Aarav Yadav,Male,Sales,Business Development Executive,2022-01-27,Panipat,106526.0,2022,1,January
1266,Priya Soni,Female,HR,Recruiter,2019-05-29,Jaipur,66179.0,2019,5,May
1267,Isha Agarwal,Male,Marketing,Marketing Executive,2022-09-14,Gurugram,93442.0,2022,9,September
1268,Simran Bansal,Male,HR,Recruiter,2022-03-25,Chandigarh,62379.0,2022,3,March
1269,Pooja Verma,Male,Sales,Sales Executive,2019-07-09,Noida,39297.0,2019,7,July
1270,Varun Verma,Male,HR,Recruiter,2021-06-01,Delhi,24011.0,2021,6,June
1271,Aditya Jain,Female,HR,HR Executive,2025-04-29,Panipat,66014.0,2025,4,April
1272,Amit Malhotra,Male,Sales,Sales Executive,2020-02-04,Delhi,33738.0,2020,2,February
1273,Vikas Agarwal,Female,Operations,Operations Manager,2020-08-31,Noida,116333.0,2020,8,August
1274,Priya Malhotra,Male,HR,Recruiter,2023-12-01,Delhi,69498.0,2023,12,December
1275,Vivaan Gupta,Male,Finance,Finance Executive,2023-06-27,Noida,33120.0,2023,6,June
1276,Neha Jain,Female,Finance,Accountant,2023-04-25,Jaipur,30767.0,2023,4,April
1277,Arjun Malhotra,Male,HR,HR Executive,2024-11-18,Gurugram,44852.0,2024,11,November
